QALD id,match status,QALD question,QueGG question,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
200,0.909090909090909,Chi è il giocatore di freccette più giovane?,"""chi è giocatore di freccette il pi� giovane?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:DartsPlayer .
        ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . 
} ORDER BY DESC(?num) LIMIT 1",0,0,0,0,0,0
201,0.966292134831461,Chi ha creato il videogioco World of Warcraft?,"""chi ha creato videogioco World of Warcraft?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:World_of_Warcraft dbo:developer ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/World_of_Warcraft> <http://dbpedia.org/ontology/developer>  ?o .    
}",0,0,0,0,0,0
202,0,Quale papa ha fondato la televisione vaticana?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
         ?uri rdf:type dbo:Pope . 
         res:Vatican_Television_Center dbo:foundedBy ?uri .
}",,0,0,0,0,0,0
203,0.829787234042553,Chi ha composto la musica per Harold e Maude?,"""Chi ha composto la colonna sonora Harold e Maude?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Harold_and_Maude dbo:musicComposer ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer>  ?o .    
}",0,0,0,0,0,0
204,0.911764705882353,Dammi tutti i membri dei Prodigy.,"""Dammi tutti i membri di The Prodigy""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember>  ?o .    
}",0,0,0,0,0,0
205,0.723404255319149,Chi recita nei film spagnoli prodotti da Benicio del Toro?,"""Chi erano figli di Benicio del Toro?""",SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Benicio_del_Toro> <http://dbpedia.org/ontology/child>  ?o .    
}",0,0,0,0,0,0
206,0,Quale società sussidiaria di TUI Travel serve sia Dortmund che Dublino?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri .  ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . } ,,0,0,0,0,0,0
207,1,In quale stato si trova La Mecca?,"""in quale stato si trova La Mecca?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {  
        res:Mecca dbo:country ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    
}",0,0,0,0,0,0
208,0.883116883116883,Quante lingue sono parlate in Colombia?,"""quante Lingua sono parlato in Polonia?""",SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> .  <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . } ,"select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    
{
    <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/language>  ?objOfProp .    
}",0,0,0,0,0,0
209,0.842105263157895,Qual è lo stadio più grande in Spagna?,"""Qual è stadio il pi� grande de Spagna?""",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,"SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . 
} ORDER BY DESC(?num) LIMIT 1",0,0,0,0,0,0
210,0.907407407407407,Quali surfisti professionisti sono nati nelle Filippine?,"""a quale surfisti professionisti sono nati Filippine?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	?uri dbo:occupation res:Surfing .
	?uri dbo:birthPlace res:Philippines .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Philippines> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    
}",0,0,0,0,0,0
211,0.732394366197183,Quali sono i cinque quartieri di New York?,"""Qual sono quartieri di Mondo?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . },"select  ?s    
{
   ?s <http://dbpedia.org/ontology/governmentType>  <http://dbpedia.org/resource/World> .    
}",0,0,0,0,0,0
212,0,La Cola è una bevanda?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
        res:Cola rdf:type dbo:Beverage .
}",,0,0,0,0,0,0
213,0,Quando è morta la principessa Diana?,,"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Diana,_Princess_of_Wales> <http://dbpedia.org/ontology/deathDate> ?d . }",,0,0,0,0,0,0
214,0,Dove si produce vino frizzante in Francia?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:wineProduced res:Sparkling_wine .
        ?uri dbo:location res:France .
}",,0,0,0,0,0,0
,,,,,,0,0,0,NaN,NaN,NaN
