QALD id,match status,QALD question,QueGG question,comment,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
200,0.759493670886076,¿Quién es el jugador mas jóven de dardos?,"""¿Quién es m�s joven jugador de dardos?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:DartsPlayer .
        ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
201,0.736842105263158,¿Quién desarrolló el videojuego Warcraft?,"""¿Qué desarrollar World of Warcraft?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:World_of_Warcraft dbo:developer ?uri . 
}","select  ?o    

{

    <http://dbpedia.org/resource/World_of_Warcraft> <http://dbpedia.org/ontology/developer>  ?o .    

}",1,0,0,1,1,1
202,0,¿Quien fue el papa que fundo la televisión Vaticana?,,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
         ?uri rdf:type dbo:Pope . 
         res:Vatican_Television_Center dbo:foundedBy ?uri .
}",,0,1,1,0,0,0
203,0.769230769230769,¿Quién compuso la música para Harold y Maude?,"""¿Qué compuso la banda sonora Harold and Maude?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Harold_and_Maude dbo:musicComposer ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Harold_and_Maude> <http://dbpedia.org/ontology/musicComposer>  ?o .    

}",1,0,0,1,1,1
204,0.794871794871795,Dame todos los miembros de la banda Prodigy.,"""Dame todos miembros de The Prodigy""",,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . } ,"select  ?o    

{

    <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember>  ?o .    

}",3,0,0,1,1,1
205,0,¿Quien protagoniza peliculas españolas producidas por Benicio del Toro?,,,SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . } ,,0,1,13,0,0,0
206,0,¿Qué subsidiario de TUI Travel vuela en Glasgow y en Dublin?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri .  ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . } ,,0,1,2,0,0,0
207,0.774193548387097,¿En que país se sitúa la Meca?,"""¿En qué masculine sit�a La Meca?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {  
        res:Mecca dbo:country ?uri .
}","select  ?o    

{

    <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    

}",1,0,0,1,1,1
208,0,¿Cuántos idiomas se hablan en Colombia?,,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> .  <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . } ,,0,1,1,0,0,0
209,0.936708860759494,¿Cuál es el estadio más grande de España?,"""¿Cuál es estadio m�s grande de España?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,"SELECT DISTINCT ?subjOfProp WHERE 

{

 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . 

} ORDER BY DESC(?num) LIMIT 1",0,1,1,0,0,0
210,0.932038834951456,¿Qué surfistas profesionales nacieron en las Filipinas?,"""¿Qué surfistas profesionales nacer en Filipinas?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	?uri dbo:occupation res:Surfing .
	?uri dbo:birthPlace res:Philippines .
}","select  ?s    

{

   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Philippines> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    

}",14,0,0,1,1,1
211,0.794871794871795,¿Cuáles son los cinco condados de Nueva York?,"""¿Cuáles son apodos de Nueva York?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Borough_(New_York_City)> . },"select  ?o    

{

    <http://dbpedia.org/resource/New_York_City> <http://dbpedia.org/property/nickname>  ?o .    

}",0,1,5,0,0,0
212,0,¿La Coca Cola es una bebida?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
        res:Cola rdf:type dbo:Beverage .
}",,0,1,1,0,0,0
,,,,,,,239,288,653,0.45351043,0.2679372,0.33685693
