"id","question","sparql","answer"
"53","Give me all federal chancellors of Germany.","PREFIX dbp: <http://dbpedia.org/property/>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Person . { ?uri dbo:office 'Chancelor of Germany' . } UNION { ?uri dbp:ofice res:Chancellor_of_Germany . }","[]"
"54","Who was the wife of U.S. president Lincoln?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:Abraham_Lincoln dbo:spouse ?uri.}","[(http://dbpedia.org/resource/Mary_Todd_Lincoln )]"
"55","Who developed the video game World of Warcraft?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { res:World_of_Warcraft dbo:developer ?uri . }","[(http://dbpedia.org/resource/Blizzard_Entertainment )]"
"56","What is the official website of Tom Cruise?","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?string WHERE { res:Tom_Cruise dbp:website ?string .}","[(http://www.tomcruise.com/ )]"
"57","List all episodes of the first season of the HBO television series The Sopranos.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE { ?uri dbo:series res:The_Sopranos . ?uri dbo:seasonNumber 1 .}","[(http://dbpedia.org/resource/He_Is_Risen_(The_Sopranos) ), (http://dbpedia.org/resource/Everybody_Hurts_(The_Sopranos) ), (http://dbpedia.org/resource/Proshai, (http://dbpedia.org/resource/Two_Tonys ), (http://dbpedia.org/resource/The_Blue_Comet ), (http://dbpedia.org/resource/I_Dream_of_Jeannie_Cusamano ), (http://dbpedia.org/resource/Where's_Johnny%3F ), (http://dbpedia.org/resource/Stage_5_(The_Sopranos) ), (http://dbpedia.org/resource/Mergers_and_Acquisitions_(The_Sopranos) ), (http://dbpedia.org/resource/Eloise_(The_Sopranos) ), (http://dbpedia.org/resource/The_Legend_of_Tennessee_Moltisanti ), (http://dbpedia.org/resource/Johnny_Cakes_(The_Sopranos) ), (http://dbpedia.org/resource/46_Long ), (http://dbpedia.org/resource/The_Second_Coming_(The_Sopranos) ), (http://dbpedia.org/resource/Big_Girls_Don't_Cry_(The_Sopranos) ), (http://dbpedia.org/resource/Moe_n'_Joe ), (http://dbpedia.org/resource/The_Strong, (http://dbpedia.org/resource/Irregular_Around_the_Margins ), (http://dbpedia.org/resource/Toodle_Fucking-Oo ), (http://dbpedia.org/resource/The_Happy_Wanderer_(The_Sopranos) ), (http://dbpedia.org/resource/House_Arrest_(The_Sopranos) ), (http://dbpedia.org/resource/Unidentified_Black_Males ), (http://dbpedia.org/resource/Guy_Walks_into_a_Psychiatrist's_Office... ), (http://dbpedia.org/resource/No_Show ), (http://dbpedia.org/resource/Isabella_(The_Sopranos) ), (http://dbpedia.org/resource/Watching_Too_Much_Television ), (http://dbpedia.org/resource/Mr._Ruggerio's_Neighborhood ), (http://dbpedia.org/resource/Pax_Soprana ), (http://dbpedia.org/resource/Whoever_Did_This ), (http://dbpedia.org/resource/Army_of_One_(The_Sopranos) ), (http://dbpedia.org/resource/Another_Toothpick ), (http://dbpedia.org/resource/The_Weight_(The_Sopranos) ), (http://dbpedia.org/resource/Amour_Fou ), (http://dbpedia.org/resource/Pine_Barrens_(The_Sopranos) ), (http://dbpedia.org/resource/Remember_When_(The_Sopranos) ), (http://dbpedia.org/resource/University_(The_Sopranos) ), (http://dbpedia.org/resource/...To_Save_Us_All_from_Satan's_Power ), (http://dbpedia.org/resource/Members_Only_(The_Sopranos) ), (http://dbpedia.org/resource/Second_Opinion_(The_Sopranos) ), (http://dbpedia.org/resource/Live_Free_or_Die_(The_Sopranos) ), (http://dbpedia.org/resource/Made_in_America_(The_Sopranos) ), (http://dbpedia.org/resource/Nobody_Knows_Anything ), (http://dbpedia.org/resource/Kennedy_and_Heidi ), (http://dbpedia.org/resource/D-Girl_(The_Sopranos) ), (http://dbpedia.org/resource/Employee_of_the_Month_(The_Sopranos) ), (http://dbpedia.org/resource/Cold_Stones ), (http://dbpedia.org/resource/All_Happy_Families... ), (http://dbpedia.org/resource/The_Ride_(The_Sopranos) ), (http://dbpedia.org/resource/Soprano_Home_Movies ), (http://dbpedia.org/resource/Do_Not_Resuscitate_(The_Sopranos) ), (http://dbpedia.org/resource/Commendatori ), (http://dbpedia.org/resource/All_Due_Respect_(The_Sopranos) ), (http://dbpedia.org/resource/A_Hit_Is_a_Hit ), (http://dbpedia.org/resource/Boca_(The_Sopranos) ), (http://dbpedia.org/resource/Calling_All_Cars_(The_Sopranos) ), (http://dbpedia.org/resource/For_All_Debts_Public_and_Private ), (http://dbpedia.org/resource/Kaisha ), (http://dbpedia.org/resource/College_(The_Sopranos) ), (http://dbpedia.org/resource/The_Knight_in_White_Satin_Armor ), (http://dbpedia.org/resource/Denial, (http://dbpedia.org/resource/Christopher_(The_Sopranos) ), (http://dbpedia.org/resource/The_Telltale_Moozadell ), (http://dbpedia.org/resource/Cold_Cuts_(The_Sopranos) ), (http://dbpedia.org/resource/Down_Neck ), (http://dbpedia.org/resource/Long_Term_Parking ), (http://dbpedia.org/resource/Pie-O-My ), (http://dbpedia.org/resource/Join_the_Club ), (http://dbpedia.org/resource/From_Where_to_Eternity ), (http://dbpedia.org/resource/Mayham ), (http://dbpedia.org/resource/Whitecaps_(The_Sopranos) ), (http://dbpedia.org/resource/The_Fleshy_Part_of_the_Thigh ), (http://dbpedia.org/resource/Rat_Pack_(The_Sopranos) ), (http://dbpedia.org/resource/Full_Leather_Jacket ), (http://dbpedia.org/resource/Mr._&_Mrs._John_Sacrimoni_Request... ), (http://dbpedia.org/resource/The_Test_Dream ), (http://dbpedia.org/resource/Bust_Out ), (http://dbpedia.org/resource/Walk_Like_a_Man_(The_Sopranos) ), (http://dbpedia.org/resource/Sentimental_Education_(The_Sopranos) ), (http://dbpedia.org/resource/Funhouse_(The_Sopranos) ), (http://dbpedia.org/resource/Chasing_It ), (http://dbpedia.org/resource/Meadowlands_(The_Sopranos) ), (http://dbpedia.org/resource/In_Camelot ), (http://dbpedia.org/resource/Fortunate_Son_(The_Sopranos) ), (http://dbpedia.org/resource/Marco_Polo_(The_Sopranos) ), (http://dbpedia.org/resource/Luxury_Lounge ), (http://dbpedia.org/resource/The_Sopranos_(episode) )]"
"58","Who produced the most films?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?film rdf:type dbo:Film . ?film dbo:producer ?uri .} ORDER BY DESC(COUNT(?film) OFSET 0 LIMIT 1","[]"
"59","Give me all people with first name Jimmy.","PREFIX foaf: <http://xmlns.com/foaf/0.1/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type foaf:Person . ?uri foaf:givenName 'Jimy'@en .}","[(http://dbpedia.org/resource/Jimy_Williams ), (http://dbpedia.org/resource/Jimy_Szymanski )]"
"6","In which city did John F. Kennedy die?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { res:John_F._Kennedy dbo:deathPlace ?uri . ?uri rdf:type dbo:City .}","[]"
"60","Is there a video game called Battle Chess?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX rdfs: <http://w.w3.org/20/01/rdf-schema#>ASK WHERE { ?uri rdf:type dbo:VideoGame . ?uri rdfs:label 'Batle Ches'@en .}","[true]"
"61","Which mountains are higher than the Nanga Parbat?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { res:Nanga_Parbat dbo:elevation ?elevation . ?uri rdf:type dbo:Mountain . { ?uri dbo:elevation ?otherelevation . } UNION { ?uri dbp:elevationM ?otherelevation . } FILTER (?otherelevation > ?elevation) .}","[]"
"62","Who created Wikipedia?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Wikipedia dbo:author ?uri .}","[]"
"63","Give me all actors starring in Last Action Hero.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { res:Last_Action_Hero dbo:starring ?uri . }","[]"
"64","Which software has been developed by organizations founded in California?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Software . ?company rdf:type dbo:Company . ?uri dbo:developer ?company . ?company dbo:foundationPlace res:California . }","[]"
"65","Which companies work in the aerospace industry as well as in medicine?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Company . ?uri dbo:industry res:Aerospace . ?uri dbo:industry res:Medicine .}","[(http://dbpedia.org/resource/American_Society_of_Plastic_Surgeons ), (http://dbpedia.org/resource/Carestream_Health ), (http://dbpedia.org/resource/Terumo_Penpol ), (http://dbpedia.org/resource/Phoenix_Nuclear_Labs ), (http://dbpedia.org/resource/Alliance_Healthcare ), (http://dbpedia.org/resource/Canadian_Paediatric_Society ), (http://dbpedia.org/resource/Mormedi ), (http://dbpedia.org/resource/Siddhalepa ), (http://dbpedia.org/resource/Alberta_College_of_Physicians_and_Surgeons ), (http://dbpedia.org/resource/Kharkhana_Zinda_Tilismath ), (http://dbpedia.org/resource/Zinda_Tilismath ), (http://dbpedia.org/resource/Radiall ), (http://dbpedia.org/resource/Canadian_Doctors_for_Medicare ), (http://dbpedia.org/resource/Chi_Mei_Corporation ), (http://dbpedia.org/resource/Makino ), (http://dbpedia.org/resource/Association_of_American_Medical_Colleges ), (http://dbpedia.org/resource/LOMO ), (http://dbpedia.org/resource/Massachusetts_Medical_Society ), (http://dbpedia.org/resource/MILMEGA ), (http://dbpedia.org/resource/ResMed ), (http://dbpedia.org/resource/New_York_County_Medical_Society ), (http://dbpedia.org/resource/Vicks ), (http://dbpedia.org/resource/Commission_on_Accreditation_for_Respiratory_Care ), (http://dbpedia.org/resource/Respironics ), (http://dbpedia.org/resource/ATI_425_Titanium_Alloy ), (http://dbpedia.org/resource/The_Endocrine_Society ), (http://dbpedia.org/resource/Hyderabad_Deccan_Cigarette_Factory ), (http://dbpedia.org/resource/International_Association_for_Analytical_Psychology ), (http://dbpedia.org/resource/American_Glaucoma_Society )]"
"66","Is Christian Bale starring in Velvet Goldmine?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASKWHERE { res:Velvet_Goldmine dbo:starring res:Christian_Bale .}","[true]"
"67","Give me the websites of companies with more than 500000 employees.","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>PREFIX xsd: <http://w.w3.org/201/XMLSchema#>SELECT DISTINCT ?stringWHERE { ?c rdf:type dbo:Company . { ?c dbo:numberOfEmployees ?employes . } UNION { ?c dbp:numEmployes ?employes . } FILTER( xsd:integer(?employes) > 50 ) . ?c dbp:homepage ?string .}","[]"
"68","Which actors were born in Germany?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uriWHERE { ?uri rdf:type dbo:Actor . { ?uri dbo:birthPlace res:Germany . } UNION { ?uri dbo:birthPlace ?place . ?place dbo:country res:Germany . }","[]"
"69","Which caves have more than 3 entrances?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Cave . ?uri dbp:entranceCount ?entrance . FILTER (?entrance > 3) .}","[(http://dbpedia.org/resource/Kharosa ), (http://dbpedia.org/resource/Kazumura_Cave ), (http://dbpedia.org/resource/Gargantua_(cave) ), (http://dbpedia.org/resource/Boho_Caves ), (http://dbpedia.org/resource/Lost_John's_Cave ), (http://dbpedia.org/resource/Bhaja_Caves ), (http://dbpedia.org/resource/Great_Douk_Cave ), (http://dbpedia.org/resource/Mammoth_Cave_(Utah) ), (http://dbpedia.org/resource/Mahakali_Caves ), (http://dbpedia.org/resource/Karla_Caves ), (http://dbpedia.org/resource/Kanheri_Caves ), (http://dbpedia.org/resource/Gaping_Gill ), (http://dbpedia.org/resource/Buchan_Caves ), (http://dbpedia.org/resource/Ingleborough_Cave ), (http://dbpedia.org/resource/Wookey_Hole_Caves ), (http://dbpedia.org/resource/Sistema_Sac_Actun ), (http://dbpedia.org/resource/Shuang_River_Cave_Group ), (http://dbpedia.org/resource/Steinbrücken_Cave ), (http://dbpedia.org/resource/Sistema_Ox_Bel_Ha ), (http://dbpedia.org/resource/Sistema_Nohoch_Nah_Chich ), (http://dbpedia.org/resource/Traungold_Cave ), (http://dbpedia.org/resource/Windsor_Great_Cave ), (http://dbpedia.org/resource/Paisley_Caves ), (http://dbpedia.org/resource/Porth_yr_Ogof ), (http://dbpedia.org/resource/Pollnagollum ), (http://dbpedia.org/resource/Trail_Creek_Caves ), (http://dbpedia.org/resource/Redmond_Caves ), (http://dbpedia.org/resource/Sistema_Dos_Ojos )]"
"7","Was the wife of president Lincoln called Mary?","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdfs: <http://w.w3.org/20/01/rdf-schema#>ASK WHERE { res:Abraham_Lincoln dbo:spouse ?spouse . ?spouse rdfs:label ?name . FILTER(regex(?name,'Mary') }","[true]"
