"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query"
"3391","1.0","What is the municipality of Homestead Grays Bridge ?","What is the municipality of Homestead Grays Bridge ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Homestead_Grays_Bridge> <http://dbpedia.org/ontology/municipality> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Homestead_Grays_Bridge> <http://dbpedia.org/ontology/municipality> ?uri 
}"
"3420","1.0","Who is the fictional character whose family member is Padme Amidala?","Who is the fictional character whose family member is Padme Amidala?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/family> <http://dbpedia.org/resource/Padmé_Amidala>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FictionalCharacter>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/family> <http://dbpedia.org/resource/Padmé_Amidala>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FictionalCharacter>
}"
"3444","1.0","Who is the meaning of Isa  ?","Who is the meaning of Isa  ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Isa_(name)> <http://dbpedia.org/property/meaning> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Isa_(name)> <http://dbpedia.org/property/meaning> ?uri 
}"
"3476","1.0","Who are the astronauts associated with NASA?","Who are the astronauts associated with NASA?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/NASA>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Astronaut>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/NASA>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Astronaut>
}"
"3490","1.0","What are the central characters in spy kids series?","What are the central characters in spy kids series?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Spy_Kids_(franchise)>  . }","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Spy_Kids_(franchise)>  . 
}"
"3502","1.0","What are the hubs of PLUS Helicopter Services, a highway helicopter unit of PLUS Expressways?","What are the hubs of PLUS Helicopter Services, a highway helicopter unit of PLUS Expressways?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/PLUS_Expressways> <http://dbpedia.org/property/hubs> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/PLUS_Expressways> <http://dbpedia.org/property/hubs> ?uri 
}"
"3512","1.0","What is the colour of Xocolatlite ?","What is the colour of Xocolatlite ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Xocolatlite> <http://dbpedia.org/ontology/colour> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Xocolatlite> <http://dbpedia.org/ontology/colour> ?uri 
}"
"3522","1.0","Name the president of Wyche Fowler ?","Name the president of Wyche Fowler ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wyche_Fowler> <http://dbpedia.org/ontology/president> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Wyche_Fowler> <http://dbpedia.org/ontology/president> ?uri 
}"
"3530","0.0","Which interest of Philip Novak is the relegion of Vesak ?",," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Philip_Novak> <http://dbpedia.org/property/mainInterests> ?uri. <http://dbpedia.org/resource/Vesak> <http://dbpedia.org/ontology/type> ?uri} ",
"3533","1.0","Which movies's screenplay is written by Akiva Goldsman","Which movies's screenplay is written by Akiva Goldsman","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/screenplay> <http://dbpedia.org/resource/Akiva_Goldsman>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/screenplay> <http://dbpedia.org/resource/Akiva_Goldsman>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>
}"
"3546","1.0","What are the movies written by Nick Castle?","What are the movies written by Nick Castle?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/writer> <http://dbpedia.org/resource/Nick_Castle>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/writer> <http://dbpedia.org/resource/Nick_Castle>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>
}"
"3572","1.0","Whihc uni did Joshua A. Siegel attend ?","Whihc uni did Joshua A. Siegel attend ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Joshua_A._Siegel> <http://dbpedia.org/property/education> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Joshua_A._Siegel> <http://dbpedia.org/property/education> ?uri 
}"
"3577","1.0","What is the successor of PlayStation 4","What is the successor of PlayStation 4","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/successor> <http://dbpedia.org/resource/PlayStation_4>  . }","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/successor> <http://dbpedia.org/resource/PlayStation_4>  . 
}"
"3579","1.0","To which series does Lost special belong to ?","To which series does Lost special belong to ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Lost_Special> <http://dbpedia.org/property/series> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/The_Lost_Special> <http://dbpedia.org/property/series> ?uri 
}"
"3584","1.0","What is the religious affiliation of Neungin High School?","What is the religious affiliation of Neungin High School?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Neungin_High_School> <http://dbpedia.org/property/religiousAffiliation> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Neungin_High_School> <http://dbpedia.org/property/religiousAffiliation> ?uri 
}"
"3596","1.0","Who directed The Haunted House ?","Who directed The Haunted House ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Haunted_House_(1929_film)> <http://dbpedia.org/ontology/director> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/The_Haunted_House_(1929_film)> <http://dbpedia.org/ontology/director> ?uri 
}"
"3600","1.0","what awards have been given to A. Peter Dewey?","what awards have been given to A. Peter Dewey?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/A._Peter_Dewey> <http://dbpedia.org/ontology/award> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/A._Peter_Dewey> <http://dbpedia.org/ontology/award> ?uri 
}"
"3677","1.0","What is the content licence of MSX BASIC ?","What is the content licence of MSX BASIC ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/MSX_BASIC> <http://dbpedia.org/property/license> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/MSX_BASIC> <http://dbpedia.org/property/license> ?uri 
}"
"3713","1.0","What is the purpose of New Zealand Chess Federation ?","What is the purpose of New Zealand Chess Federation ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/New_Zealand_Chess_Federation> <http://dbpedia.org/property/purpose> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/New_Zealand_Chess_Federation> <http://dbpedia.org/property/purpose> ?uri 
}"
"3746","1.0","Josef Bhler belongs to which political party?","Josef Bhler belongs to which political party?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Josef_Bühler> <http://dbpedia.org/ontology/occupation> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Josef_Bühler> <http://dbpedia.org/ontology/occupation> ?uri 
}"
"3748","1.0","Where is the headquarters of Sigma TV","Where is the headquarters of Sigma TV"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sigma_TV> <http://dbpedia.org/property/headquarters> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Sigma_TV> <http://dbpedia.org/property/headquarters> ?uri 
}"
"3762","1.0","In how many places has Don R. Berlin worked?","In how many places has Don R. Berlin worked?","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Don_R._Berlin> <http://dbpedia.org/ontology/employer> ?uri  . }","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Don_R._Berlin> <http://dbpedia.org/ontology/employer> ?uri  . }"
"3797","0.0","How many politicians are there from the city of Ganges?",,"SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Ganges> <http://dbpedia.org/property/city> ?x . ?x <http://dbpedia.org/ontology/leaderName> ?uri  . }",
"3812","1.0","Count the movies in Swedish language?","Count the movies in Swedish language?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/language> <http://dbpedia.org/resource/Swedish_language>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/language> <http://dbpedia.org/resource/Swedish_language>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}"
"3818","1.0","How many politicians live in India?","How many politicians live in India?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/residence> <http://dbpedia.org/resource/India>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>}","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/residence> <http://dbpedia.org/resource/India>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>}"
"3850","1.0","What river is it whose source is Dowra?","What river is it whose source is Dowra?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/sourceLocation> <http://dbpedia.org/resource/Dowra>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/sourceLocation> <http://dbpedia.org/resource/Dowra>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>
}"
"3854","1.0","What is the launch site of Aquarius (rocket) ?","What is the launch site of Aquarius (rocket) ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Aquarius_(rocket)> <http://dbpedia.org/ontology/launchSite> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Aquarius_(rocket)> <http://dbpedia.org/ontology/launchSite> ?uri 
}"
"3877","1.0","What is the faith of Kwai Chang Caine ?","What is the faith of Kwai Chang Caine ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kwai_Chang_Caine> <http://dbpedia.org/ontology/religion> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Kwai_Chang_Caine> <http://dbpedia.org/ontology/religion> ?uri 
}"
"3884","1.0","List the settlements area whose province is Metropolitan City of Venice ?","List the settlements area whose province is Metropolitan City of Venice ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/province> <http://dbpedia.org/resource/Metropolitan_City_of_Venice>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/province> <http://dbpedia.org/resource/Metropolitan_City_of_Venice>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>
}"
"3900","1.0","Who is the writer of mark twain Tonight ?","Who is the writer of mark twain Tonight ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mark_Twain_Tonight> <http://dbpedia.org/property/writer> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Mark_Twain_Tonight> <http://dbpedia.org/property/writer> ?uri 
}"
"3913","1.0","Which nationalist group was responsible for foundation of Young Lords?","Which nationalist group was responsible for foundation of Young Lords?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Young_Lords> <http://dbpedia.org/property/international> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Young_Lords> <http://dbpedia.org/property/international> ?uri 
}"
"3925","0.0","What are some parties which have people from Mangalore as a member?",,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/placeOfBirth> <http://dbpedia.org/resource/Mangalore> . ?x <http://dbpedia.org/property/party> ?uri  . }",
"3943","1.0","What is the venue of San Diego Comic-Con International ?","What is the venue of San Diego Comic-Con International ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Diego_Comic-Con_International> <http://dbpedia.org/property/venue> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/San_Diego_Comic-Con_International> <http://dbpedia.org/property/venue> ?uri 
}"
"3993","1.0","What are the airline hubs of Cascade Airways?","What are the airline hubs of Cascade Airways?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Union_of_Cambodian_Democrats> <http://dbpedia.org/ontology/ideology> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Union_of_Cambodian_Democrats> <http://dbpedia.org/ontology/ideology> ?uri 
}"
"4029","1.0","List the people residing in Wilton, Connecticut?","List the people residing in Wilton, Connecticut?"," SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/residence> <http://dbpedia.org/resource/Wilton,_Connecticut> } ","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/residence> <http://dbpedia.org/resource/Wilton,_Connecticut> 
}"
"4045","1.0","Music of how many things has been given by Akira Ifukube?","Music of how many things has been given by Akira Ifukube?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Akira_Ifukube>  . }","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Akira_Ifukube>  . }"
"4070","1.0","What is the origin of Xynisteri?","What is the origin of Xynisteri?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Xynisteri> <http://dbpedia.org/ontology/origin> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Xynisteri> <http://dbpedia.org/ontology/origin> ?uri 
}"
"4102","1.0","Name the nearest city to David W. Brown House ?","Name the nearest city to David W. Brown House ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/David_W._Brown_House> <http://dbpedia.org/ontology/nearestCity> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/David_W._Brown_House> <http://dbpedia.org/ontology/nearestCity> ?uri 
}"
"4115","1.0","How many movies have been directed by Orson Welles ?","How many movies have been directed by Orson Welles ?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/director> <http://dbpedia.org/resource/Orson_Welles>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/director> <http://dbpedia.org/resource/Orson_Welles>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}"
"4123","1.0","Who designed the language integrated query?","Who designed the language integrated query?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Language_Integrated_Query> <http://dbpedia.org/ontology/designer> ?uri  . }","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Language_Integrated_Query> <http://dbpedia.org/ontology/designer> ?uri  . 
}"
"4143","0.0","What are some famous veterinary physicians known for?",,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/field> <http://dbpedia.org/resource/Veterinary_physician> . ?x <http://dbpedia.org/property/knownFor> ?uri  . }",
"4146","0.0","Is the Hyundai Lavita assembled in Kulim?",,"ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> <http://dbpedia.org/resource/Kulim> }",
"4164","1.0","Who operates Liverpool Playhouse ?","Who operates Liverpool Playhouse ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Liverpool_Playhouse> <http://dbpedia.org/ontology/operatedBy> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Liverpool_Playhouse> <http://dbpedia.org/ontology/operatedBy> ?uri 
}"
"4167","1.0","where did Deion Sanders debut?","where did Deion Sanders debut?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Deion_Sanders> <http://dbpedia.org/property/debutteam> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Deion_Sanders> <http://dbpedia.org/property/debutteam> ?uri 
}"
"4186","1.0","To which educational institute does Cornell University Press belong to?","To which educational institute does Cornell University Press belong to?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cornell_University_Press> <http://dbpedia.org/ontology/parentCompany> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Cornell_University_Press> <http://dbpedia.org/ontology/parentCompany> ?uri 
}"
"4218","0.0","What are some people born in NY known for?",,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/New_York_City> . ?x <http://dbpedia.org/ontology/knownFor> ?uri  . }",
"4249","1.0","Name the awards won by Elie Wiesel ?","Name the awards won by Elie Wiesel ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elie_Wiesel> <http://dbpedia.org/property/awards> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Elie_Wiesel> <http://dbpedia.org/property/awards> ?uri 
}"
"4268","1.0","Name the local authority of Trinity School, Brentwood ?","Name the local authority of Trinity School, Brentwood ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Trinity_School,_Brentwood> <http://dbpedia.org/ontology/localAuthority> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Trinity_School,_Brentwood> <http://dbpedia.org/ontology/localAuthority> ?uri 
}"
"4366","1.0","What is the river whose source is Lake Ontario?","What is the river whose source is Lake Ontario?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/source> <http://dbpedia.org/resource/Lake_Ontario>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/source> <http://dbpedia.org/resource/Lake_Ontario>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>
}"
"4367","1.0","Which rivers have source origins asnorth western, Zambia ?","Which rivers have source origins asnorth western, Zambia ?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/sourceRegion> <http://dbpedia.org/resource/North-Western_Province,_Zambia>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/sourceRegion> <http://dbpedia.org/resource/North-Western_Province,_Zambia>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>
}"
"4372","1.0","Where was  William Anthony  trained ?","Where was  William Anthony  trained ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/William_Anthony_(artist)> <http://dbpedia.org/ontology/training> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/William_Anthony_(artist)> <http://dbpedia.org/ontology/training> ?uri 
}"
"4380","1.0","Count the battles fought by Raoul Magrin-Vernerey?","Count the battles fought by Raoul Magrin-Vernerey?","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Raoul_Magrin-Vernerey> <http://dbpedia.org/property/battles> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryConflict>}","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Raoul_Magrin-Vernerey> <http://dbpedia.org/property/battles> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MilitaryConflict>}"
"4413","1.0","Which scientist was advised by John Robert Woodyard?","Which scientist was advised by John Robert Woodyard?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/doctoralAdvisor> <http://dbpedia.org/resource/John_Robert_Woodyard>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/doctoralAdvisor> <http://dbpedia.org/resource/John_Robert_Woodyard>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>
}"
"4432","1.0","Name the team manger of Middlebrough F.C season 2006-07 ?","Name the team manger of Middlebrough F.C season 2006-07 ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2006–07_Middlesbrough_F.C._season> <http://dbpedia.org/ontology/manager> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/2006–07_Middlesbrough_F.C._season> <http://dbpedia.org/ontology/manager> ?uri 
}"
"4448","1.0","Where can one find the Dzogchen Ponolop Rinpoche?","Where can one find the Dzogchen Ponolop Rinpoche?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Dzogchen_Ponlop_Rinpoche> <http://dbpedia.org/property/location> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Dzogchen_Ponlop_Rinpoche> <http://dbpedia.org/property/location> ?uri 
}"
"4469","1.0","Which country's leader  is Giuseppe Bertello?","Which country's leader  is Giuseppe Bertello?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Giuseppe_Bertello>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Giuseppe_Bertello>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>
}"
"4491","1.0","What is Naval Support Activity Naples a part of?","What is Naval Support Activity Naples a part of?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Naval_Support_Activity_Naples> <http://dbpedia.org/ontology/type> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Naval_Support_Activity_Naples> <http://dbpedia.org/ontology/type> ?uri 
}"
"4514","1.0","Name the city of Phil-Ellena ?","Name the city of Phil-Ellena ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Phil-Ellena> <http://dbpedia.org/ontology/city> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Phil-Ellena> <http://dbpedia.org/ontology/city> ?uri 
}"
"4516","1.0","To which nation did David Animle Hanses owe his allegiance?","To which nation did David Animle Hanses owe his allegiance?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/David_Animle_Hansen> <http://dbpedia.org/property/allegiance> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/David_Animle_Hansen> <http://dbpedia.org/property/allegiance> ?uri 
}"
"4517","1.0","Count the tenants of MasterCard Centre?","Count the tenants of MasterCard Centre?","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/MasterCard_Centre> <http://dbpedia.org/property/tenants> ?uri  . }","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/MasterCard_Centre> <http://dbpedia.org/property/tenants> ?uri  . }"
"4543","1.0","Who owns the airport in Paphos?","Who owns the airport in Paphos?","SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Paphos_District> . ?x <http://dbpedia.org/property/owner> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Airport>}","SELECT DISTINCT ?uri WHERE 
{
 ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Paphos_District> . ?x <http://dbpedia.org/property/owner> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Airport>
}"
"4551","0.0","Is Christchurch the largest city of South Island?",,"ASK WHERE { <http://dbpedia.org/resource/South_Island> <http://dbpedia.org/ontology/largestCity> <http://dbpedia.org/resource/Christchurch> }",
"4558","1.0","Which universities are also known as the Tulane Green wave?","Which universities are also known as the Tulane Green wave?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/nickname> <http://dbpedia.org/resource/Tulane_Green_Wave>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/nickname> <http://dbpedia.org/resource/Tulane_Green_Wave>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>
}"
"4567","1.0","what has been developed by John Fanning?","what has been developed by John Fanning?"," SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/developer> <http://dbpedia.org/resource/John_Fanning_(businessman)> } ","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/developer> <http://dbpedia.org/resource/John_Fanning_(businessman)> 
}"
"4583","1.0","Who are currently playing for Barcelona FC?","Who are currently playing for Barcelona FC?"," SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/currentclub> <http://dbpedia.org/resource/FC_Barcelona> } ","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/currentclub> <http://dbpedia.org/resource/FC_Barcelona> 
}"
"4591","1.0","What type of engines are utilised by Purvis Eureka?","What type of engines are utilised by Purvis Eureka?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Purvis_Eureka> <http://dbpedia.org/property/engine> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Purvis_Eureka> <http://dbpedia.org/property/engine> ?uri 
}"
"4612","1.0","Who did Daniel Gibson marry?","Who did Daniel Gibson marry?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Daniel_Gibson>  . }","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Daniel_Gibson>  . 
}"
